0,1,2,cluster,image_name
-769.8249453,-46.74539693,26.11993278338086,18,image_7610.jpg
-172.6513464,-140.5850877,-38.00201015,34,image_7205.jpg
-542.4944918,-30.52197831,38.31995454976129,43,image_7808.jpg
211.49539897797297,71.21097367566956,114.29823894822697,24,image_7823.jpg
443.40202985584335,-24.65128063,-32.07523043,29,image_7438.jpg
251.03031795432673,-32.3426355,70.24163820240372,54,image_7359.jpg
624.0437436405617,40.96230748216848,-49.16870118,23,image_6642.jpg
-1200.938251,7.159306725687323,-151.8374815,46,image_6929.jpg
24.18584668203812,-199.3106869,17.577095835932624,13,image_6124.jpg
-692.8051292,-107.8246794,49.026548723671745,52,image_6242.jpg
-8.806111274,75.19376026524793,79.91685552314566,9,image_7775.jpg
395.7419106562578,-0.846901818,-37.65508508,29,image_7559.jpg
532.1329558645363,-5.177571973,-70.21774881,48,image_6914.jpg
-591.2750179,176.59319518589996,-6.904745254,20,image_7004.jpg
545.7532391,-2.011478996,88.62749701093728,30,image_6532.jpg
203.50165350123655,30.055928288081844,-72.06453024,14,image_7149.jpg
-76.53687315,111.2124014443081,116.83952782954384,40,image_7166.jpg
219.7760573678146,69.33253892041988,88.70835906723782,24,image_7776.jpg
-555.4023867,-17.13240985,115.54332796518568,43,image_7777.jpg
-1281.392816,35.690039430202106,-67.19420649,46,image_7548.jpg
35.143132085094976,-170.2221616,-47.50162567,35,image_6055.jpg
-205.1595635,-113.9958906,68.85561110853088,47,image_6483.jpg
-567.3331204,-15.9791025,-13.22140112,4,image_6445.jpg
-18.17237485,97.21396778522686,61.95902669,9,image_7414.jpg
-720.8372913,-9.856441801,39.92236173723924,56,image_7834.jpg
56.31197365560706,-32.49961107,-43.00232736,74,image_6495.jpg
-567.1594231,16.522099494565083,-34.0274595,4,image_6327.jpg
320.4860680799062,55.498452616333225,-48.14434679,28,image_6091.jpg
-1175.625125,-26.40351729,-89.58825533,46,image_6285.jpg
249.32062782733772,105.41398119094622,-42.52172416,28,image_6294.jpg
246.3834593730252,-22.38163009,-45.84383531,60,image_6652.jpg
649.7174859953751,-5.750146502,33.777718187362964,62,image_6530.jpg
92.91307197161257,108.29294174997162,75.43457969648362,42,image_6493.jpg
417.9240925106943,-9.127807471,113.15462317067256,65,image_6911.jpg
676.0749856029264,-62.8571959,-6.558434081,6,image_6735.jpg
-704.8801533,-90.10935324,69.71615728538762,52,image_6697.jpg
597.4600956141602,-42.03209801,75.84320812427202,62,image_6280.jpg
-519.0394973,179.3813269172458,-114.4593289,20,image_6326.jpg
443.0935697952449,-24.63884026,-18.14035596,29,image_7015.jpg
70.18066326762926,40.134480959370926,45.830067012443344,42,image_6441.jpg
186.97608193756116,-25.63323944,-23.02717096,22,image_7174.jpg
-1524.902488,140.24558713747837,-332.6953872,19,image_7160.jpg
-31.22002063,128.5697280916757,124.6854893,9,image_7603.jpg
482.0289093422187,86.88497343628771,-36.49780172,1,image_7809.jpg
-625.000768,-71.45154181,6.7617426417949105,4,image_6120.jpg
-424.9408414,121.02698419619414,44.9791805,68,image_7405.jpg
68.693703,78.08393274467343,-45.70085849,49,image_6244.jpg
5.207701051452773,-129.5568382,-34.05881345,13,image_6047.jpg
235.56646915372073,41.59114934966239,-4.81216927,28,image_7638.jpg
661.7585250931403,-22.39821435,-53.82287712,6,image_7013.jpg
-238.0917649,95.44019901995486,29.46297708,0,image_7006.jpg
-7.471774386,-134.0743586,20.17745098865035,13,image_7629.jpg
-1049.186668,-20.01858936,-46.57792592,61,image_7176.jpg
444.0146471118743,-48.74820994,63.46453349020685,11,image_6680.jpg
444.6173855247258,0.1875681384076486,71.65763543084367,11,image_7373.jpg
268.84192790957525,77.79381578987969,104.23170751843476,12,image_7833.jpg
-23.6372833,-161.072739,-54.29731905,13,image_6084.jpg
221.73672811854647,18.573466111950168,-14.94049897,14,image_7238.jpg
-597.9240202,-122.4119518,69.61972439609181,10,image_6655.jpg
99.80136677406983,61.44636102807018,82.14612482131037,42,image_6864.jpg
310.22165717244104,49.93392210379243,39.25289756162634,12,image_6333.jpg
-176.1007256,60.698851494156806,-33.47522771,16,image_7955.jpg
598.5377174632994,7.186932105551449,-25.35728251,23,image_7799.jpg
585.4507259585081,-53.5938789,40.11637024834192,30,image_7189.jpg
103.08683043728672,-86.63953844,-6.87459094,35,image_6696.jpg
351.76097259752044,43.217581931178614,-58.45103332,59,image_7372.jpg
285.45777866234846,99.25637522758828,61.87015027513909,12,image_6682.jpg
-383.4501857,-136.2699957,90.06070599834386,72,image_6454.jpg
115.0827039258719,-0.215877569,76.09065982447763,3,image_6938.jpg
-314.1327617,143.57683019709037,87.54973409,27,image_6681.jpg
185.75684174697233,71.89232273420117,68.06792676637926,24,image_7165.jpg
-148.967193,-140.743456,75.24122009377547,34,image_7990.jpg
236.54493133246172,-21.91073927,94.94501154503077,54,image_6684.jpg
-1479.804121,41.592491938928035,-119.5501467,50,image_7565.jpg
278.6318466397439,-9.798338774,149.35417003656744,54,image_6245.jpg
660.6025605700869,-30.16382456,53.16011386,62,image_7158.jpg
699.4921323831792,-35.00472007,-31.44504309,6,image_6520.jpg
-416.349973,68.91012277042157,87.80334212982822,68,image_6251.jpg
-537.2052178,-121.5302814,49.151298229888795,76,image_7367.jpg
238.77298119804357,9.557605839685984,-10.52958965,60,image_6691.jpg
467.2243112657901,21.689166526271023,122.30811900924417,11,image_7588.jpg
-903.2947088,-125.2149268,74.29730599880791,55,image_6939.jpg
455.8493380374358,-65.61410878,-44.56847304,25,image_7362.jpg
428.74845945752384,20.37687721128711,-43.95275178,29,image_7376.jpg
700.9795415938428,-35.07883377,-39.0873,6,image_6865.jpg
-1269.56974,4.353245674104031,-74.91937332,46,image_7604.jpg
-320.3051352,111.55827461214363,-42.20164041,38,image_6087.jpg
577.5013666394178,0.02804906,-27.65881373,23,image_7202.jpg
171.3575368164967,-64.6429369,106.6186335169958,3,image_7946.jpg
289.52859689602144,15.652903174249374,65.33719657396736,54,image_7370.jpg
692.5247771465289,-43.32377328,13.69887864194817,73,image_6455.jpg
-1787.391917,46.20718123340278,-145.9666999,19,image_7161.jpg
-756.5382681,-54.14619558,80.36045771478932,56,image_6331.jpg
278.80101907630103,46.34366319335933,-5.897596268,28,image_7038.jpg
-1377.658951,-6.409875125,-166.9697549,7,image_6319.jpg
74.87106885454375,126.16466246366085,-61.68692805,49,image_7561.jpg
-677.9389319,5.739417982222292,-11.24797409,52,image_7011.jpg
386.6322407,22.193724315611036,-16.38681035,29,image_6292.jpg
-294.291592,48.50336160935779,47.08772428,26,image_7204.jpg
-603.312166,-102.6695763,40.418782382475726,4,image_7985.jpg
398.5267761383381,-7.568658394,68.84019952118763,65,image_7772.jpg
704.1816576873958,-45.50130319,19.339647323752104,73,image_6871.jpg
62.34761304697702,-4.53873072,68.58552959830728,69,image_7575.jpg
-1021.17259,-49.25491789,-6.179809174,61,image_6246.jpg
-597.0489726,150.4247299652888,-114.8812212,20,image_6268.jpg
-641.9750503,-8.950617565,58.21905977627165,10,image_6730.jpg
-815.0974544,8.328327164763216,-116.2529649,71,image_7439.jpg
231.88239831811063,104.3260014883776,-40.2652465,28,image_6653.jpg
370.75401923559673,-8.953678791,82.41984166610834,65,image_6130.jpg
-283.4938322,-102.3036712,55.37963013597226,47,image_6901.jpg
91.94921689274167,85.23006217106169,19.353124648761938,42,image_6295.jpg
399.00062830136073,-0.481452815,76.16487887558651,65,image_7173.jpg
-767.0737776,-46.53564272,33.22097038,18,image_6132.jpg
-90.11984617,39.64707599015463,72.40962413,40,image_7412.jpg
689.8219745100663,-17.8252971,-52.28058647,6,image_6325.jpg
-141.0779257,-146.5772715,25.739680038877907,34,image_6318.jpg
-857.2892729,-4.890750221,85.16753855375998,32,image_6324.jpg
-169.8653987,-129.5392989,115.51394105073754,47,image_7982.jpg
-240.4438246,-87.01529776,1.076917457926129,47,image_7389.jpg
-614.9918553,76.21486014,2.4334178085171345,20,image_7954.jpg
418.1481864176747,15.530080436375073,-1.420373121,29,image_7399.jpg
-581.7395677,-19.10063473,16.11964750681068,4,image_7416.jpg
-485.8594993,2.878978033,67.03043095278667,43,image_6727.jpg
-288.1231093,163.56626368695774,-95.59501279,38,image_7571.jpg
485.76357232467706,-4.646383469,-23.11543876,48,image_6509.jpg
186.57194823528343,49.99523069846472,23.25318378130197,24,image_7953.jpg
-649.3861145,9.143134821269246,34.143698278663436,10,image_7377.jpg
-77.33498327,107.02376791537648,79.50691581312196,40,image_7365.jpg
-1151.503789,-0.889800613,13.801720018135612,31,image_6081.jpg
723.4092784758658,-22.83747217,-48.10294232,6,image_6051.jpg
-22.82728246,-81.24562108,18.965531941316655,13,image_6724.jpg
-220.9410251,-115.4281072,14.579338672065036,47,image_6045.jpg
614.9663468767434,-65.33702895,-73.82652605,15,image_7612.jpg
-184.994484,104.2072917587604,3.1387237423555803,0,image_6257.jpg
119.9291555,70.97387464,2.5396290341531795,42,image_7348.jpg
-268.6163473,-41.36153842,-64.87451805,26,image_6135.jpg
331.14077576831994,-34.63439385,76.26923617405373,65,image_6709.jpg
-1414.278799,27.40276400447244,-266.6974828,7,image_7199.jpg
212.5355309289972,38.76270395291593,-5.461604766,14,image_7607.jpg
-199.776841,158.5905594329407,92.39041745822682,0,image_7000.jpg
607.8421028,-15.01850423,83.77538411755683,62,image_6279.jpg
-1372.121328,-52.47458984,-164.1341118,7,image_6873.jpg
100.80791052868368,100.32337205681635,-26.48492261,49,image_6086.jpg
207.06078708725352,16.812810208753305,-9.619806766,14,image_6108.jpg
174.0863098129272,-39.8289728,15.077945480456664,22,image_6134.jpg
157.0895307702002,29.379590915102305,-58.5144017,14,image_6323.jpg
-1263.409698,-79.66113151,-39.47027514,46,image_7210.jpg
265.8745818,20.463554735003427,-19.52568527,60,image_6496.jpg
-212.333372,185.01666644360463,-118.4412954,16,image_7576.jpg
-396.2491747,-59.2827639,42.801497926232344,66,image_7562.jpg
338.6278515598482,30.57432060833723,89.04726581093709,12,image_7364.jpg
-1374.342627,9.933172060239578,-61.65909196,7,image_6534.jpg
296.0958254734861,12.505298307122942,-26.98653661,60,image_7563.jpg
281.2005225611164,42.59317560648723,168.1249020072767,54,image_7217.jpg
-241.5524564,-92.9211272,91.85498609647549,47,image_7945.jpg
-522.9836932,-81.95522218,0.006920361,76,image_7001.jpg
263.87163184824465,88.49233181977121,-24.24865697,28,image_7411.jpg
175.16817272731817,59.19020397929011,88.80303435365666,24,image_6875.jpg
18.84217330673414,-74.82064235,-71.78529111,74,image_7010.jpg
-765.307703,-11.02508526,-14.11486445,18,image_6537.jpg
256.79246751430503,51.93875544167851,109.71357558907636,54,image_7388.jpg
-58.88087952,139.51941708742316,-31.05557419,44,image_7835.jpg
106.65232039211683,62.92201957054521,-27.62850469,49,image_6521.jpg
-547.2158485,-102.2729445,73.26918186134264,43,image_7428.jpg
88.12037702261671,102.15435558854816,104.45858100695438,42,image_7763.jpg
281.46115322091066,31.514226520178077,-72.99728073,28,image_7574.jpg
366.0351290169711,-54.50587432,25.85845822339849,65,image_6518.jpg
-491.3142936,-51.73044803,48.918204606810434,66,image_7415.jpg
5.636907366,136.73199431497818,94.61678740289165,9,image_7991.jpg
45.91874709503588,70.90048914118344,80.19705880664603,9,image_6695.jpg
-473.8586464,31.189113160798662,95.18868383436416,68,image_6046.jpg
-735.4059931,-100.9855998,80.56608077608672,56,image_6870.jpg
-1320.018583,8.043145953021003,-242.6179335,7,image_6468.jpg
-515.3647336,-95.51443084,48.96950635568183,76,image_6723.jpg
-573.3469292,-18.42356793,-87.96127313,33,image_7832.jpg
394.50085325043585,51.37234721577455,50.14545737250537,45,image_6092.jpg
-388.5935935,-79.9687832,1.468925557957533,51,image_6330.jpg
